"individualID","uid","date","eventID","patchOrIndividual","canopyPosition","plantStatus","stemDiameter","measurementHeight","maxCanopyDiameter","ninetyCanopyDiameter","patchSize","percentCover","height","diseaseType","obsYear"
"NEON.PLA.D16.ABBY.06007","474209d4-b523-436c-8619-a12402697714",2023-09-12,NA,"Patch","Partially shaded","Live",NA,NA,NA,NA,1,96,1.2,NA,2023
"NEON.PLA.D16.ABBY.06145","a45e10c9-9256-4bc9-93e3-fc99f3c03d0f",2023-09-12,NA,"Individual","Mostly shaded","Live",3.2,131,2.7,2.5,NA,NA,4,NA,2023
"NEON.PLA.D16.ABBY.06161","ec724cc4-dfff-491a-b845-00ad0e29a62e",2023-09-12,NA,"Individual","Mostly shaded","Live",1.3,130,3.5,1.6,NA,NA,2.1,NA,2023
"NEON.PLA.D16.ABBY.06159","f060f31c-eb46-4f11-ad86-8940e074e3d1",2023-09-12,NA,"Patch","Partially shaded","Live",NA,NA,NA,NA,1,5,14,NA,2023
"NEON.PLA.D16.ABBY.06153","07ec8782-fad4-422c-badf-a9a79f75c002",2023-09-12,NA,"Individual","Partially shaded","Live",5,185,2.6,2.5,NA,NA,5.8,NA,2023
"NEON.PLA.D16.ABBY.06148","41bcf9c8-146b-4c14-a20f-854a164082c4",2023-09-12,NA,"Individual","Mostly shaded","Live",1.4,130,1.2,0.9,NA,NA,0.8,NA,2023
"NEON.PLA.D16.ABBY.06169","0868ea7b-d8c5-46f1-8444-798cb9749273",2023-09-12,NA,"Patch","Partially shaded","Live",NA,NA,NA,NA,1,2,0.3,NA,2023
"NEON.PLA.D16.ABBY.06144","a2b5ab3d-a4a0-4678-8366-ab01de819ef0",2023-09-12,NA,"Individual","Full shade","Live",1.2,10,2.2,1.3,NA,NA,2.6,NA,2023
"NEON.PLA.D16.ABBY.06141","141b01b9-c1ec-4274-b8fb-7e3070bbdb30",2023-09-12,NA,"Individual","Partially shaded","Live",2.8,130,3.5,2.8,NA,NA,3,NA,2023
"NEON.PLA.D16.ABBY.06152","62a69252-72c8-4c22-a6ac-b2745f7240a7",2023-09-12,NA,"Individual","Partially shaded","Live",7.4,130,3.9,3.7,NA,NA,5.4,NA,2023
"NEON.PLA.D16.ABBY.06146","cdd0d634-124d-4762-9e85-a63811463434",2023-09-12,NA,"Individual","Full shade","Live",2,10,1.4,1.1,NA,NA,1.7,NA,2023
"NEON.PLA.D16.ABBY.06151","35023552-2493-491d-91ec-39bae77845da",2023-09-12,NA,"Individual","Full shade","Unknown, did not emerge this sampling year",NA,NA,NA,NA,NA,NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06140","045f0048-ac59-4a78-8d0e-d18627125855",2023-09-12,NA,"Individual","Partially shaded","Live",1.5,136,3.1,2.3,NA,NA,3.7,NA,2023
"NEON.PLA.D16.ABBY.06077","d3bd6e5e-cc10-4e19-a773-981ca1b90e4f",2023-09-12,NA,"Patch","Partially shaded","Live",NA,NA,NA,NA,1,95,0.9,NA,2023
"NEON.PLA.D16.ABBY.06089","1ddfe73d-23f0-490c-b960-7528e0cb2663",2023-09-12,NA,"Individual","Mostly shaded","Live",1.7,126,2.5,2.3,NA,NA,3.5,NA,2023
"NEON.PLA.D16.ABBY.06142","1034f14a-ab82-4f51-a937-53674d2da458",2023-09-12,NA,"Individual","Mostly shaded","Live",7.8,135,4.6,3.9,NA,NA,4.6,NA,2023
"NEON.PLA.D16.ABBY.06156","e20867af-abe5-4f16-8c50-818fe4e514bb",2023-09-12,NA,"Individual","Partially shaded","Live",4.3,130,2.3,1.8,NA,NA,6.3,NA,2023
"NEON.PLA.D16.ABBY.06147","16dbe5e3-e124-4547-bee6-0b7834ad07e1",2023-09-12,NA,"Individual","Full shade","Live",1.2,10,2.2,1.2,NA,NA,2.1,NA,2023
"NEON.PLA.D16.ABBY.06150","a7674027-3ad5-4a91-a122-61fecfd3895b",2023-09-12,NA,"Individual","Mostly shaded","Live",5.6,124,4.3,3.4,NA,NA,6.5,NA,2023
"NEON.PLA.D16.ABBY.06074","592c025e-3dce-4e92-a69f-7ddb59b0fdb2",2023-09-12,NA,"Individual","Mostly shaded","Live",3,130,4.2,2.5,NA,NA,4.6,NA,2023
"NEON.PLA.D16.ABBY.06497","0aa0289e-2327-47ab-ba0c-ee7d46116dc1",2023-09-12,NA,"Individual","Partially shaded","Live",4.5,130,3.6,2.8,NA,NA,6,NA,2023
"NEON.PLA.D16.ABBY.06126","efea3a2c-7241-4905-85e2-65d0ccc2d35b",2023-09-18,NA,"Individual","Partially shaded","Live",0.7,10,0.4,0.2,NA,NA,0.5,NA,2023
"NEON.PLA.D16.ABBY.06139","f775947c-ba4a-43e2-abd8-8e3c8c1a8167",2023-09-18,NA,"Individual","Partially shaded","Live",2,10,1,0.9,NA,NA,1.4,NA,2023
"NEON.PLA.D16.ABBY.06003","78c26bb4-b23e-4567-a4c3-1e774cf58944",2023-09-18,NA,"Patch","Partially shaded","Live",NA,NA,NA,NA,1,98,1.1,NA,2023
"NEON.PLA.D16.ABBY.06130","6f8b0758-c85b-414e-8a29-a5569292cf28",2023-09-18,NA,"Patch","Partially shaded","Live",NA,NA,NA,NA,1,16,0.2,NA,2023
"NEON.PLA.D16.ABBY.06138","27d14f4b-90e3-43d2-888f-ab1336e9f2f8",2023-09-18,NA,"Individual","Full sun","Live",5.6,130,3.8,3.4,NA,NA,6,NA,2023
"NEON.PLA.D16.ABBY.06122","5b6504e8-1ae1-4092-aa31-86e728e35aa2",2023-09-18,NA,"Individual","Mostly shaded","Live",4.6,130,5.3,3.9,NA,NA,5.9,NA,2023
"NEON.PLA.D16.ABBY.06052","8892a7c1-5026-4d8f-902a-f8dab99e49af",2023-09-18,NA,"Individual","Full sun","Live",113.2,130,13.9,13.8,NA,NA,39.3,NA,2023
"NEON.PLA.D16.ABBY.06135","5f5c24a5-633a-4bfe-a154-d74d7db214a1",2023-09-18,NA,"Individual","Partially shaded","Live",1.5,130,1.9,1.3,NA,NA,2.7,NA,2023
"NEON.PLA.D16.ABBY.06642","8d1b7b7e-9d85-4945-8fb9-86ae6b8e7c7f",2023-09-18,NA,"Individual","Full shade","Live",1.9,10,2.3,1.6,NA,NA,1.9,NA,2023
"NEON.PLA.D16.ABBY.06132","0c45b73a-93fb-4a20-8720-65aef1447d0a",2023-09-18,NA,"Individual","Full sun","Live",4.2,119,2.8,2.8,NA,NA,3.3,NA,2023
"NEON.PLA.D16.ABBY.06133","792e4e04-077c-4f9e-add1-0ce319659f36",2023-09-18,NA,"Individual","Partially shaded","Live",1.1,135,2.3,1.6,NA,NA,3,NA,2023
"NEON.PLA.D16.ABBY.06279","3161a5a5-6b8e-4daa-ade5-df273d1e741a",2023-09-18,NA,"Individual","Mostly shaded","Live",0.3,10,0.2,0.2,NA,NA,0.4,NA,2023
"NEON.PLA.D16.ABBY.06046","24fe84a9-908c-4191-96e2-6f3bf48a14df",2023-09-18,NA,"Individual","Full sun","Live",2.1,130,3.3,1.8,NA,NA,3.3,NA,2023
"NEON.PLA.D16.ABBY.06137","a197dd04-c97b-43fc-a34e-c7ea1b55abf3",2023-09-18,NA,"Individual","Full sun","Live",4.5,130,2.2,2.2,NA,NA,4,NA,2023
"NEON.PLA.D16.ABBY.06136","a82ee758-85ea-42d5-b21c-c264ea120fdf",2023-09-18,NA,"Individual","Partially shaded","Live",1.4,130,1.8,1.2,NA,NA,1.7,NA,2023
"NEON.PLA.D16.ABBY.06131","65d6569c-b72f-4e47-be77-fdfc9a97c14f",2023-09-18,NA,"Individual","Partially shaded","Live",1.7,130,1.9,1.7,NA,NA,2.9,NA,2023
"NEON.PLA.D16.ABBY.06120","d7acc0ca-6e18-4630-8db8-37350dab1d56",2023-09-18,NA,"Individual","Partially shaded","Live",2.1,140,1.5,1.2,NA,NA,2.4,NA,2023
"NEON.PLA.D16.ABBY.06134","5a7be374-6f5c-47de-9270-034aa9efb3af",2023-09-18,NA,"Individual","Partially shaded","Live",2.4,130,2.5,2.1,NA,NA,2.7,NA,2023
"NEON.PLA.D16.ABBY.06278","447487e8-1fb1-4195-8946-9c33faf0ca32",2023-09-18,NA,"Patch","Partially shaded","Live",NA,NA,NA,NA,1,26,0.5,NA,2023
"NEON.PLA.D16.ABBY.06197","848b3e90-6aac-4fc5-bfeb-954827e1a837",2023-09-18,NA,"Patch","Partially shaded","Live",NA,NA,NA,NA,1,98,0.7,NA,2023
"NEON.PLA.D16.ABBY.06015","33cef1ed-3a12-459e-9202-d069741d3a05",2023-09-18,NA,"Individual","Full sun","Live",16.8,130,4.8,3.4,NA,NA,11.6,NA,2023
"NEON.PLA.D16.ABBY.06033","c7ee6ba2-ca0b-447d-aa0b-55dd236b4e33",2023-09-18,NA,"Individual","Partially shaded","Live",2.8,136,4.4,4,NA,NA,3.9,NA,2023
"NEON.PLA.D16.ABBY.06018","c6e6a43e-4081-45b8-9097-60c397f8280b",2023-09-18,NA,"Individual","Partially shaded","Live",2.4,130,2.9,2.3,NA,NA,3.6,NA,2023
"NEON.PLA.D16.ABBY.06277","c41c150a-28e2-4cec-8b6c-f8b546a5499b",2023-09-18,NA,"Individual","Full sun","Live",1.7,10,0.9,0.8,NA,NA,2.4,NA,2023
"NEON.PLA.D16.ABBY.06124","5c9164e4-c9a1-434b-acac-54bc3cf0dc3d",2023-09-18,NA,"Individual","Mostly shaded","Live",3.6,150,6.3,1.5,NA,NA,3.8,NA,2023
"NEON.PLA.D16.ABBY.06123","afde210c-7c14-48de-a0a8-a3b3e24b937b",2023-09-18,NA,"Individual","Partially shaded","Live",10.7,130,4.8,2.9,NA,NA,6.8,NA,2023
"NEON.PLA.D16.ABBY.06178","f6ddaa11-c360-4c61-8308-594d1467c165",2023-09-18,NA,"Individual","Full sun","Live",18.9,139,4.5,4.3,NA,NA,11.2,NA,2023
