"individualID","uid","date","eventID","phenophaseName","phenophaseStatus","phenophaseIntensityDefinition","phenophaseIntensity","remarks","obsYear"
"NEON.PLA.D16.ABBY.06122","5f2a2b98-df4e-431a-8505-72bbc61ee311",2022-04-19,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2022
"NEON.PLA.D16.ABBY.06113","6a8c4fe0-b138-4d0a-accf-8be2ccba633d",2022-04-19,NA,"Leaves","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06074","35b7f112-2789-443f-9ecc-27ed5888ba3c",2022-04-19,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06116","43839e8f-b0d6-4b54-b117-547db84f8b12",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06159","d6935617-73d4-4dc3-bdea-d47bba2afdd5",2022-04-19,NA,"Falling leaves","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06120","473ff884-fa3c-4ec4-a832-0d322805e24d",2022-04-19,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","< 5%",NA,2022
"NEON.PLA.D16.ABBY.06282","fc74775c-3bfb-49fb-9683-76ccc98812c2",2022-04-19,NA,"Leaves","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06107","b4f1f7fb-d89d-4653-b192-637a4ebfe1a0",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06111","3352e3a8-3868-4960-ad5c-0ff8e4415c0f",2022-04-19,NA,"Leaves","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06106","d979edd1-b415-45a7-a35d-97076d96b47c",2022-04-19,NA,"Initial growth","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06148","1d2f1387-10d5-4187-aa20-d3c817f477b1",2022-04-19,NA,"Falling leaves","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06286","2d9660f0-9a12-4e27-b2f4-15caca529a9a",2022-04-19,NA,"Initial growth","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06300","082856c3-f74c-473f-abec-b1820e6e51fb",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06148","ac30b756-4956-4498-8868-fd06c609d1d0",2022-04-19,NA,"Increasing leaf size","yes","Percentage of full size of most leaves","< 25%",NA,2022
"NEON.PLA.D16.ABBY.06018","0490d729-9011-46f7-8efa-46b0b6bc6f97",2022-04-19,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06163","c124103a-6edc-4581-be26-20e9799d3d5f",2022-04-19,NA,"Breaking leaf buds","yes","Number of breaking buds","11 to 100",NA,2022
"NEON.PLA.D16.ABBY.06117","2ad1c85c-e57e-4000-91bf-2d3233e1d07f",2022-04-19,NA,"Initial growth","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06282","b171bedf-1486-488d-94b5-c732e2e52a44",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06144","04a282f9-df1a-4dec-9203-8557d1e3be58",2022-04-19,NA,"Breaking leaf buds","yes","Number of breaking buds","3 to 10",NA,2022
"NEON.PLA.D16.ABBY.06138","d0984669-d5db-4eff-879f-39fb23d68a87",2022-04-19,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","< 5%",NA,2022
"NEON.PLA.D16.ABBY.06149","9bd17c5a-1501-49b7-8c1b-91b855d7c540",2022-04-19,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06139","67c3e632-c17a-4cf2-8164-c40f5594f611",2022-04-19,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","< 5%",NA,2022
"NEON.PLA.D16.ABBY.06281","4868c904-d01c-459c-b952-c68cc7ccc5a3",2022-04-19,NA,"Leaves","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06089","bffa44d6-a8a8-4452-83fc-aed77cebd55a",2022-04-19,NA,"Leaves","no","Percentage of the canopy that is full with leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06290","43e8146d-2043-461d-a938-88a28474b6c3",2022-04-19,NA,"Leaves","yes",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06169","1fb5aa23-5494-4149-817d-a03554018b28",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06143","2a7a7acc-d11a-4c60-b805-007bf17f95fb",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06156","2acd6816-5f91-4909-a4c0-fdc24bf2eec7",2022-04-19,NA,"Breaking leaf buds","yes","Number of breaking buds","11 to 100",NA,2022
"NEON.PLA.D16.ABBY.06104","d97f02be-7b6e-4190-9f96-9227e449f58a",2022-04-19,NA,"Initial growth","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06153","49030268-9476-406c-8c6c-1dec8f73e505",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,"Unable to determine bud scales or leaves visible",2022
"NEON.PLA.D16.ABBY.06167","6765fbaf-496d-42dd-bfb8-602cfd2a5cb3",2022-04-19,NA,"Open pollen cones","no","Percentage of all fresh pollen cones (unopened plus open) on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06120","8dbb8adb-4050-4977-b005-72b981e32eec",2022-04-19,NA,"Falling leaves","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06164","4a6a4f07-79e1-4de9-a3b2-9a1cbc725518",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06143","fa5c31fd-1d61-4d14-822a-06fe9fd81a9f",2022-04-19,NA,"Breaking leaf buds","yes","Number of breaking buds","101 to 1000",NA,2022
"NEON.PLA.D16.ABBY.06160","3e147f7e-e376-4ff0-b3c8-d18b4af246fa",2022-04-19,NA,"Increasing leaf size","yes","Percentage of full size of most leaves","< 25%",NA,2022
"NEON.PLA.D16.ABBY.06126","800a0dd1-479c-44fb-b141-d4a0606b8631",2022-04-19,NA,"Breaking leaf buds","yes","Number of breaking buds","11 to 100",NA,2022
"NEON.PLA.D16.ABBY.06162","65c259d9-e9e6-4045-a7f4-9c558c941f25",2022-04-19,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","< 5%",NA,2022
"NEON.PLA.D16.ABBY.06122","b5b95de2-dc86-4974-9e61-99954fab7580",2022-04-19,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06105","c0616123-7fb9-4cff-adf5-70af9ae9010a",2022-04-19,NA,"Leaves","yes",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06140","5f9bb641-4da9-4c6d-88cc-5d0ae6ce7ce4",2022-04-19,NA,"Increasing leaf size","yes","Percentage of full size of most leaves","< 25%",NA,2022
"NEON.PLA.D16.ABBY.06119","0576db3f-1239-45bc-a938-f45432a51a37",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06133","6e81f4ed-1049-46da-a678-b4d5420746a2",2022-04-19,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","< 5%",NA,2022
"NEON.PLA.D16.ABBY.06146","2720669d-53da-46dd-acdf-0b92d5986fb4",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,"Transect meter 390;",2022
"NEON.PLA.D16.ABBY.06138","0732e038-63c8-4d85-b536-c9d99d046de5",2022-04-19,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06164","f8d472da-7712-4f1b-be4b-4d3758b0fea9",2022-04-19,NA,"Breaking leaf buds","yes","Number of breaking buds","101 to 1000",NA,2022
"NEON.PLA.D16.ABBY.06153","7520efa6-c7b9-4803-b9f4-42a7c794d294",2022-04-19,NA,"Breaking leaf buds","no","Number of breaking buds",NA,"Unable to determine bud scales or leaves visible",2022
"NEON.PLA.D16.ABBY.06146","5c761ff2-7afc-45a5-ad36-934b7c721c76",2022-04-19,NA,"Falling leaves","no",NA,NA,"Transect meter 390;",2022
"NEON.PLA.D16.ABBY.06143","d7ca2250-8015-46ff-951f-475b67bdbd3e",2022-04-19,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06299","c984072d-73a4-4ab4-9cdd-a564a7fa7278",2022-04-19,NA,"Leaves","yes",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06169","8444354d-f2ad-4eaf-8f60-243b9e24c0c6",2022-04-19,NA,"Leaves","no","Percentage of the canopy that is full with leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06160","daaec573-f11c-4a1f-91c4-85b53b393c08",2022-04-19,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06141","282b42eb-369a-4f3d-b0b8-2de97e486889",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06077","85cd2988-6fb7-48bc-b423-4c1b2112e702",2022-04-19,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2022
"NEON.PLA.D16.ABBY.06293","e4652dd4-1bb1-4e38-b0a4-6daa8c4f1edc",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,"Damaged by snow.",2022
"NEON.PLA.D16.ABBY.06007","61adf62d-79ff-4137-a1cf-97fe6f54b4c1",2022-04-19,NA,"Young leaves","no","Number of young leaves present",NA,NA,2022
"NEON.PLA.D16.ABBY.06178","63bf455b-9f93-4244-b73a-13b1c58c5f0a",2022-04-19,NA,"Breaking needle buds","no","Number of breaking buds",NA,NA,2022
"NEON.PLA.D16.ABBY.06134","634c67f3-3a9c-4a31-b7c8-b98bb70f8750",2022-04-19,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2022
"NEON.PLA.D16.ABBY.06288","ad76bad3-bd0d-4e2b-8367-675da766e444",2022-04-19,NA,"Leaves","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06146","451d1d6c-0f6b-4ab7-9d5a-bfc7fdff1a2e",2022-04-19,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","< 5%","Transect meter 390;",2022
"NEON.PLA.D16.ABBY.06293","8835d747-fffd-4aaa-b3b7-ce8981e74e90",2022-04-19,NA,"Leaves","no",NA,NA,"Damaged by snow.",2022
"NEON.PLA.D16.ABBY.06123","a9d5f1a0-14a7-409e-8d98-967f1c9f88e6",2022-04-19,NA,"Falling leaves","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06102","d20d2f6c-cfb7-4f0a-a945-7ae8bbe6e0ec",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06106","e0296761-0e8d-4a00-a41b-81eacb4545e1",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06296","8b5707ee-36c8-4249-888d-c6f7e50cfcc5",2022-04-19,NA,"Initial growth","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06294","ac85b00d-625f-4898-a3f2-5f208d4cc697",2022-04-19,NA,"Leaves","yes",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06101","6f49de0a-26c4-4634-bba1-485c8df6f2f4",2022-04-19,NA,"Initial growth","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06131","3e14d63a-5080-4f72-907a-907e91b1b824",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06133","70c2e538-a6a3-41ea-bb3e-b5dc1e0b9f71",2022-04-19,NA,"Breaking leaf buds","yes","Number of breaking buds","101 to 1000",NA,2022
"NEON.PLA.D16.ABBY.06289","837480a2-3ba4-4ec8-a074-e1696271357f",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06136","b22b07a7-5558-4f01-9d6f-f500c333a242",2022-04-19,NA,"Increasing leaf size","yes","Percentage of full size of most leaves","< 25%",NA,2022
"NEON.PLA.D16.ABBY.06154","af911b65-ce9e-4987-9409-acf436111847",2022-04-19,NA,"Young leaves","no","Number of young leaves present",NA,NA,2022
"NEON.PLA.D16.ABBY.06115","77de08f0-ebb9-4eac-965b-a1644b1628e2",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06289","051e1b57-bb12-435d-8591-384b1389afd2",2022-04-19,NA,"Leaves","yes",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06161","00f0b229-8bd8-48a2-9325-d3bad7c5e8a2",2022-04-19,NA,"Increasing leaf size","yes","Percentage of full size of most leaves","< 25%",NA,2022
"NEON.PLA.D16.ABBY.06130","fa9dd805-42e9-4854-85bb-21d59da34904",2022-04-19,NA,"Colored leaves","yes","Percentage of the canopy that is full with colored leaves","< 5%",NA,2022
"NEON.PLA.D16.ABBY.06120","012bee09-2123-46bd-a52e-c55cb540caf0",2022-04-19,NA,"Breaking leaf buds","yes","Number of breaking buds","11 to 100",NA,2022
"NEON.PLA.D16.ABBY.06124","58b60a7a-9134-4857-a3fc-bb7e5a186a98",2022-04-19,NA,"Increasing leaf size","yes","Percentage of full size of most leaves","< 25%",NA,2022
"NEON.PLA.D16.ABBY.06291","d0e535fd-e545-406d-adb9-309c30f51ab3",2022-04-19,NA,"Initial growth","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06158","cdcd4f85-9773-48ad-917a-fe24e4981a25",2022-04-19,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06276","95cfabf9-7b9b-46b6-8a14-70b0819b01d2",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06133","322b1459-2eb9-42d9-af22-c83ce024cc7e",2022-04-19,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06109","dade45f0-de10-405f-b64c-f58ef9e97117",2022-04-19,NA,"Leaves","yes",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06300","4b988081-0e93-4614-a65b-ff560f26512f",2022-04-19,NA,"Initial growth","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06142","1f21ddb8-eda2-4659-82c9-0e50200bf4bd",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06287","acbe1dc1-7983-41b7-87e1-771c8cb1441d",2022-04-19,NA,"Leaves","yes",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06137","69053d08-d96b-4979-b1e7-f60852c6c5a8",2022-04-19,NA,"Falling leaves","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06131","836ba209-e03b-4b1a-a98b-d57f517a2441",2022-04-19,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06122","67b30892-a52e-40ea-a3a1-2dbac2ea4548",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06135","b4e3c1f2-fb3e-47ad-ae83-d9ce947dca65",2022-04-19,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06128","f292050f-a049-4dfd-bf98-31f450171133",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06018","fd5f352e-8be8-4384-ad21-26bd64e9b3a2",2022-04-19,NA,"Falling leaves","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06278","978065f7-a00c-4b21-a70d-1e64d16c8fa5",2022-04-19,NA,"Breaking leaf buds","yes","Number of breaking buds","3 to 10",NA,2022
"NEON.PLA.D16.ABBY.06018","510ac085-849f-4683-b84a-259634e09976",2022-04-19,NA,"Leaves","no","Percentage of the canopy that is full with leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06164","4f7705c8-39bd-45f8-96af-a99ce5e69b65",2022-04-19,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06090","8a651bb6-d570-4b80-ab6e-74119d722e2e",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06046","0a175d66-2d6d-4322-a1e4-c971123430cc",2022-04-19,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2022
"NEON.PLA.D16.ABBY.06122","34c1bbe5-dcc3-41c3-b283-3451fe02db73",2022-04-19,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06299","36bfda8c-32d1-422f-b83a-fe6a733db269",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06151","b7744462-576a-4322-90da-56deeb4c765f",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06177","95cf46db-1f5c-49eb-a398-89ab2b00c35b",2022-04-19,NA,"Open pollen cones","no","Percentage of all fresh pollen cones (unopened plus open) on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06287","e401f1e2-4421-4e02-aeb7-e62980f19ba9",2022-04-19,NA,"Initial growth","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06150","33613289-fc49-4cbd-a7f9-7628f36f9017",2022-04-19,NA,"Falling leaves","no",NA,NA,"Female flowers present-activity uncertain.",2022
"NEON.PLA.D16.ABBY.06150","567e6777-1029-48a1-98a8-3c61ee66d872",2022-04-19,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,"Female flowers present-activity uncertain.",2022
"NEON.PLA.D16.ABBY.06151","73c5c7d1-3d84-4dcc-abbb-cee5e86e7d90",2022-04-19,NA,"Breaking leaf buds","yes","Number of breaking buds","3 to 10",NA,2022
"NEON.PLA.D16.ABBY.06077","88becfff-63ac-46b8-8648-1b8f86bdf4b0",2022-04-19,NA,"Young leaves","no","Number of young leaves present",NA,NA,2022
"NEON.PLA.D16.ABBY.06123","1df526b7-e37e-4f6d-ae62-2d54f9df9909",2022-04-19,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06136","e7b3b297-a2d7-49dd-a4a9-05b849f29518",2022-04-19,NA,"Open flowers","yes","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open","< 5%",NA,2022
"NEON.PLA.D16.ABBY.06295","7d86019c-98fe-4a61-9276-8f4439be599c",2022-04-19,NA,"Initial growth","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06149","56c34358-a647-4a31-b089-d801e029ead5",2022-04-19,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06141","77952b68-ba1a-4399-aa80-8e93684c8b29",2022-04-19,NA,"Breaking leaf buds","yes","Number of breaking buds","11 to 100",NA,2022
"NEON.PLA.D16.ABBY.06132","434f7f52-e34f-43b9-91e9-91389b1918c5",2022-04-19,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06297","7faffac5-40f0-4f07-875b-222f2b1a282f",2022-04-19,NA,"Initial growth","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06101","a4a59786-1561-4208-9b7b-09871d38eb5c",2022-04-19,NA,"Leaves","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06277","a82b5d21-06d3-40f3-8a8a-f10999d62846",2022-04-19,NA,"Colored leaves","yes","Percentage of the canopy that is full with colored leaves","< 5%",NA,2022
"NEON.PLA.D16.ABBY.06141","25bc5ea1-15a4-4c74-8e7d-617aa7241d69",2022-04-19,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","< 5%",NA,2022
"NEON.PLA.D16.ABBY.06155","483f4e06-8bfc-46d8-9cfa-5415dfcbf143",2022-04-19,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06143","53172414-6b1c-4017-901a-d69b59525905",2022-04-19,NA,"Falling leaves","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06111","b29bb21b-cd66-4c5c-8d0f-49f24c2b52aa",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06091","88636bed-e780-48a1-8ee4-bdd09db4d40b",2022-04-19,NA,"Open pollen cones","no","Percentage of all fresh pollen cones (unopened plus open) on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06102","a7a4477b-b440-4bcf-a669-b7dddccc54b7",2022-04-19,NA,"Leaves","yes",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06074","5db788af-1906-442a-81ba-3dd579bb7954",2022-04-19,NA,"Leaves","no","Percentage of the canopy that is full with leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06124","e4a3bb5b-0830-4c64-8b0e-ba535aeddb45",2022-04-19,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","< 5%",NA,2022
"NEON.PLA.D16.ABBY.06294","48c5a79c-ff6e-4466-87f9-a00aa036622d",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06145","7d152fef-ca14-4550-9da8-bebb0051f288",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06015","fb7b93b8-6c3f-4cb9-93b2-b6e2b95e326d",2022-04-19,NA,"Young needles","no","Number of young needles present",NA,"One young seed cone",2022
"NEON.PLA.D16.ABBY.06104","1f1cf082-efb0-4f68-ab2c-90aa1a85b67c",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06110","d1fd5c0c-a01d-4407-86d8-386a0610feee",2022-04-19,NA,"Leaves","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06134","b599789b-db2a-4e41-adc5-f0f0a7cb3d98",2022-04-19,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06136","b205fe15-dc45-4096-85f6-26f2bf80abd1",2022-04-19,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06161","0eb72057-f450-42e8-b6dd-721ddf817072",2022-04-19,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","< 5%",NA,2022
"NEON.PLA.D16.ABBY.06149","4f350e22-e32d-479e-91e4-b0452c8bab7f",2022-04-19,NA,"Breaking leaf buds","yes","Number of breaking buds","11 to 100",NA,2022
"NEON.PLA.D16.ABBY.06110","0cd5dae9-5177-4bfb-966b-d081c980e711",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06158","74fb5426-c410-4253-86d6-3a11ab44c8af",2022-04-19,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","< 5%",NA,2022
"NEON.PLA.D16.ABBY.06128","2c879fc8-1f3e-4f82-a6ac-3637ce90efa5",2022-04-19,NA,"Leaves","no","Percentage of the canopy that is full with leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06123","28511fe4-d025-4af1-8eb9-83cb53bd4204",2022-04-19,NA,"Leaves","no","Percentage of the canopy that is full with leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06107","98531362-8172-4d3f-962a-a7fb138c40f8",2022-04-19,NA,"Initial growth","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06077","09a4242d-c6ea-44f5-9bdf-f71b55691b55",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06135","2366755c-d5f8-4061-b4aa-0f37a00e0d59",2022-04-19,NA,"Falling leaves","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06156","2ae89768-12c2-4440-a7bd-a18b3053c829",2022-04-19,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06295","bab4e584-472b-40d9-ba67-1aec1dee4d44",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06120","068e1ffe-0e35-4a79-a113-42b9e4ab039c",2022-04-19,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06285","8fbc553d-0d52-4caf-a5f6-647ea9fa022c",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06126","f58996a0-7db9-4816-bb85-b8f44d8881b6",2022-04-19,NA,"Young leaves","yes","Number of young leaves present","< 3",NA,2022
"NEON.PLA.D16.ABBY.06142","7231317c-ae8a-4233-8828-d4a0d972b2f4",2022-04-19,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2022
"NEON.PLA.D16.ABBY.06291","fd2f2d7a-59ca-4839-9afc-d5d624f126c2",2022-04-19,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06119","7b89eac5-2626-4c3b-9475-9d68967f541d",2022-04-26,NA,"Initial growth","no",NA,NA,NA,2022
"NEON.PLA.D16.ABBY.06282","d1d795fc-e74c-4f2c-aba9-2c84d66167a0",2022-04-26,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2022
"NEON.PLA.D16.ABBY.06141","26b7704e-c09c-4280-b54e-c7d1c10565cb",2022-04-26,NA,"Increasing leaf size","yes","Percentage of full size of most leaves","< 25%",NA,2022
"NEON.PLA.D16.ABBY.06153","321f5783-be02-4797-be2f-39be51b2718a",2022-04-26,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2022
